order_id,products
1484117,5258 19660
1973009,19006
96738,13176 17207 31805
687853,5479
2538530,1217 16096 33198 39979
2216007,30391 47626
2026251,20580
1896168,20955
1687621,35503
2457696,14947
3206111,9420
1617369,7780 28058 29623 45007
3272982,8859
1897910,17545 24852 28156
791532,13176 44632
2579631,3594
2856629,37188
519624,7862
3085894,5514 13147 21506 26131 28465 37687 48395
3048831,26604 47144
1559903,38689
722056,48186
652772,16415 39276
1734953,33153
279503,21614
276556,9595 27104 30391 45066 47766
3360252,43154
305060,19660 24852 39928
1255085,13176 44815 49175
2971029,31651
33087,43903
1624104,3298
666807,2481 24852 45066
1173043,432 27966
3094944,24852 26587 28647
1550341,7493 18814 21150 35221 45603 48559
30811,5764 7673 24852
141131,260
600992,8087 17758
1839682,13176 19057
425798,24852
2232112,11140
1442845,13176
2874049,1006 5077 38579 45005
2841894,37553
1438855,15290 24852 42265 49235
3206657,1511 8898
521996,6184 13575
2134581,8197 12846 36717 47209
2045249,13176 26165 33129 33819
924244,24852
3201784,21137
477906,16083 16185
1706052,13176 47209
71133,5646 11712 23233 31717 41787
1519715,8518
1474289,13176
3345675,16797 21288 23915
1057038,38558
3191264,23909 40709 48310
155836,13176
293446,329 22963 37119 48186
95522,24852 44799
1456762,31635 47209
1654319,19660 48848
240613,21137 27845
1980595,21903 28204
511525,28842 47626
1310634,432 8424 21150 24852 43961 49416
713648,10831 21903 43122
2594559,47766
438947,1940 9595 21137 25146 47766
416455,19691 36425
2554381,21903 24024
2029566,24852 47766
2020096,13176 13870
883101,45066
2344761,9213 16797 43234
3198223,28204 34969 45007
3215287,4451 24852 49235
498155,5782 16768
1135434,26900
333943,19348
1360469,42791
3081342,17981 23909
1326606,5450
2161570,48377
1803063,13176
2740091,6873
3329951,260 3179
1721808,14399 16185
2994665,13176 21137 27845 36127 39928
816902,4552 15650 33122
1040431,26604
3010786,28985 44359
743719,21903 24024 39275
2479067,24852
2231495,8843
3374899,21137 37646 43122 47209
2439336,16797 49520
1374500,11520 13176 24838 39928 45007 48679
1130920,24852
788101,35221
1180799,14233
3331286,34050
1396004,19660
2211991,29118
3176632,47626
2453182,5161
758901,21903
115870,9387
2859014,29223
1499627,12456 30391
2181710,16185
567744,13176 29127 43740
2308958,8048 21288
3002537,6729
2396333,16896 25466
2211620,8859 24852 34050 39408
2514595,19348
805805,13176
2496579,20479
2515532,4210
2220163,12481 23909
167491,24852 47626
1304,22035 24852 42265
2913599,25965 29180
1916941,43693
2704513,13176 30776
2068563,2855 13176 22220 22825
2332294,38321
1444103,11520 17600 21903 22035 24852 27845 30949
125140,24852
1153355,13176 21137 21903
2196482,14870 28214 45066
487386,47402
2872510,18465 21137
1821447,7806 13249 16797 25495 29487
1407464,49235
972838,12341 13176 21137 22151 22825 49628
3285144,432
1522289,27845
844263,24852
910050,29685
3208012,26209
1508432,26384
2121336,19660 24852 48857
238988,3512 5782 28204 29628
2248778,32971
2781327,5479 21137 24852 27966
1346104,1463 13176 21872 30233
926648,16291 42736
2652551,47209
895947,13176
1040548,8017 9725 16650 19766 23687 24852 25171 28715 32331 43621 44683
1675001,34343
735148,19161 45840
366959,24852
721527,13176 21903
1733733,41950
2243425,6184
3050359,28931
450934,20119 28836
1407050,16756
2186286,5640 9554
2239810,7916 9018 24852 35784 42265
2652753,35628
2320694,13176 27845
2623421,24852
628206,1940 46979
2234074,8424 34295
384293,21137
3079242,24852
1783046,21137 24852
2880439,18465
2426180,5262 21903 27086
1061467,8375 13230 28156
2293359,9387 16797 24852 36186 39108
1712112,19660 20127 21903 22228 24852 38890 48110
1510429,49235
3190442,34270
390925,4332
3167173,2717 23909 47329
968027,21903 47144
926186,9387 42265
548972,6347 13176 30391
54603,10385 13176 21137 30489 45570 47209
2765046,43086
2588142,21872
2303896,42265 47766
1894842,49235
3357756,27845
435637,13351 22124 33120
2089365,46676
2101509,2717
1333447,2962 5161 45596
1541010,24852 47766
3272645,40997
2723585,24852
2269245,39534
3165562,8859
284167,21903 36011
3393889,24852
2319908,5603 35715
987527,13176
2921211,28204
2239872,23423
1672135,15984 48220
845593,196
2643420,8174 16683 27845 35921
2648726,9387 13176 23909
1154885,1398
988646,5479
2717325,27705 34243
2694369,33055
2544737,13176 36216 41220
1150933,19835
175847,11777
1112462,7715
799710,13176 17630
3127429,13176 21137 21903
2488358,5564 7845 33204 37158
21569,21903
1155516,24852 27366 38747
2959326,6184
1186077,27966 39190
871386,5258
2241223,812 13176 16757 21137 24838 41177
1657144,14233 26384 30489 48628
3392133,44632
2275748,24838
397914,4210
1950385,16797 21769 32156
300382,21903
3082706,5157 18811
44951,20955 27325 47877
3173973,714 19348
2572538,7485 14947 21903 24964 25890 34969
3384382,24852 46584
1649483,14467
1556937,44632
1552645,10895 39527
866113,12914 35124
702101,23909 24852
246088,13225
2658544,24852
2877168,13176 20940 29223
2350562,4920 9808 24891 32478 32831 36011
878008,5876 14129 20842 21137 22935 22963 28289 31717 34126 35140 41220 45603 46667
2738140,24852
2397396,4357 12258 13176 28204 42244 45453 46510 49683
1520036,13176
2510194,6532 28204 30949
37546,5450
44269,24852
1023950,13176
1150051,5550 24852 27966 39275
1225264,24852 27086
344713,46325 49026
2341188,23909 25495 30340 31124
3094000,24852
792950,27966
3181222,16797 32478
2100648,9020
3191547,40632 43209 46586
2236660,47626
296009,19156 21709 22124 24954 26620 28204 35221 44632 45747 49235
133448,23644
2566559,38185
1525266,16083 24852 35594 45570 46969 47766
2661697,6948
2997559,1940 12384 13176 30169
1275389,16759
1057665,30222
1234445,28199
3072000,11123 46069
278777,47141
2868288,24852
1308271,31912
1405209,432 13176 16797
1559550,8859
2172475,21903 42450
1244829,13176 22089 30639
1911288,46654
2777939,7468 10912 43928 47119
3059980,14870 21903 43352
1603404,20574 40706
2549686,42300
3385688,21137 21405 24852 25890 34969
2317880,1217 12576 14111 15424 23909 24852 43352 44156 44632 45832
2256082,13176 24024
344603,196
37150,15290 17284 19893 24852 27845
3361351,4210 47626
160256,38995 47766
1756675,5450 11777
2823174,5646 39928
2313064,5876 22849
2174104,19660
734471,196
292702,24852
359332,8424 24852 45066 47626
2957312,20738 21137
1597038,11777
931440,14111
1976851,32211
1011115,16291 46979
185342,2091 47766
2169495,9871
2789290,44632
179517,13176
3254649,19660 47626 49086
3105793,29852 31233 33232 38293 41534 47766
657855,13176
2970296,23909
1756061,1940 32562 42731 45061
2659174,1511 2855 4451 21137 49235 49628
537871,10957 14328
821620,37664 44156 46817
3253379,16797
992382,12384 24852 45578
940065,13176
2709775,13176
2133846,2024 5450 18362 20040 25138 33037 38383 39877
3144135,5785 13176 19660 23029 47209
260726,11422 20119 24852 27521 27845 42445
1674397,32170 43154 47766
3312463,16136
798541,27845
3339101,27845
1438502,21137 24852
3012033,9580
1356025,24852 27845 47766
1162533,21903
257161,24852
1945529,11777
12881,24024 28204 36865
19388,13176 30391 45007
516039,6631 19218 21386 35784
127430,8277
1658829,17902
344245,30385 44116
2573035,13176 47209
2631872,2120 16139
3025418,7485 18465
705437,36011
2813695,16087
1217075,23650
1542322,18285 24852 37250
553155,5785
1069520,4210 23909 39475 41276 46676
401266,24852
2275100,12341 22802 32478
2869468,25890 35417 43961
1275401,21137 21903 24852 47209
2369550,39928 47209
2915233,812 23296 33090 33548 33791 42598 46817
719443,19660
1642975,27845
3092706,24852
1556489,46088
1271176,14398 19322 26165
2427625,30340 41290
1315307,196 13176 16797 39581
348720,17370 44980
2139414,17396
397886,24852
63793,5451 39877
1890924,40310
2414961,44008
2326534,196
2095807,40174
2184682,11109 12283
273984,4210 12451 23256 24852 44042
781843,21137 32648 35951 45066 47766
1914140,24082 24852 26800 28204 41950 42585 45007 47209
1578263,34969 38293
2029549,24852
2459686,12545 32740 45066
1942564,10831 13176
567532,116 196 17122 18023 20940 31422 46149
2338719,29328
100867,4938 21572 26348 30591 39581 49235
215298,24852
2770102,24852
1009877,24952 27521 33000 41290 45948
1648197,29118
253468,13176 15649 39180
1012743,14466 24852
2672440,13176 44632
2810519,24852
2060601,11123 20785 26209 34358 35132 42342 47766
2097606,12341
790658,13807 21137 28199
1554197,4942
1736883,10957
1650322,26209
2533953,31964
2614792,9955
3214150,27966
2349477,18523 22124 22367
2783880,4210
10600,27845 35842
531476,12078 46149
3165462,47209
84814,47626
2817888,36036
1952196,21709 22124
1499731,27845 47626
766312,35221 49520
3209834,10070 21137
1390867,18243 47766
1349130,13176
2450266,20940 35470
2361370,18027 38944
579021,432 43014
1812932,24852 28199
822266,1511 7781 19354 37718 38544
263892,39928
57816,13176
2947526,4289
1392703,196
1003647,15290 47626
1923015,7673 15290 20114 21903 28849 41259 47766
1167707,24852
804728,47953
283625,16797 18523 23044
1455100,4920 11777 24852 38689 45066
2765147,13176 39275
325503,7963
3174881,17794 27966 43858
974709,41950 45126 45763
2528785,26620
907131,20161 24852
2500172,23082 24852
3072522,22802
725444,9471 13176 15269 21333 24561 27966 29615 32566
2147208,13176 21903 27086
363550,29487 48527
1690908,2966 8049 11452 22159 24954 27413 33754 48246
1512363,7521
3052860,3919
1618902,24852
2009872,31717
205849,13176
2839532,4472
2592103,10673 22754
2700510,21100 26055
1154310,10957
44455,16900 39041
1576919,13646
1575667,12075 13176 24221
1213813,13263 25630 32403
3158573,196
6067,10831 16083 24852 27104 41588
1015906,5161 13176 27845 32134
2350866,18224
1388842,36695
1279618,8277 47766
91579,18023
2568747,17668 21903 49683
2770057,16647 24852 31231 38160
2391508,6692 17281 28597
3191049,10957 13176 27730 32331 38200
2390977,47485
455740,12545 32989
2439798,13176
2750114,26604 41950
401783,13176
2616034,46820
2921747,9558 23106 23296 33548 44156 46817
2858343,41290
1279183,4605 24852
1397853,24184 48679
1795004,9623 10106 46676
2356334,14870
2190978,24838 39475
386208,6104 27845 43643
1508065,13176 17794 25630 37011 40723
2400192,13176 22935 24184 24964 26209 26369
1600095,46842
706772,4210 24852
3231555,49235
807649,44632
956486,36011
2445834,47766
979940,11543 31717 42585
1456484,13712 16918
2138177,6184
2125719,7806 45066 48679
2782864,14778 27966 35522 42828
1144988,7116 49226
1437658,4210 6047 9387 36170
953909,13176
327620,34969
1051944,5258 26165 33572 42803
1064801,38433
1364613,24852
3099684,47766
3284718,43086 47209
1572279,13176 31553 47209
1981203,24964 35221
328218,21927
2762947,2962 11737 21137 26915 27966 30233 39877 47209
1290333,24852
1190271,13176
132098,13176 27845
390781,18465 21137 22959 47209
1159062,8571 14233
3068454,13176
98291,17461
985221,37067
3104204,34358 37067
275882,24852 28204 33055 47630
687686,31343 31915
2220363,3952 13176 18811 27845 36695 47209
57464,5077 23909 24852 46284
2142183,12738
2734958,43632
662919,21137 39928 40706
2931275,43394 47209
1172386,5794 18404
3070558,1374 37067
573935,31683
2951796,45104 49683
3032020,24852
728732,24024
2304739,2091
2572105,6948 21417 24852
521721,5612 24852
556702,27247
1661245,1831 2717 7693 10957 16696 18382 31964
2775052,1940 38558
2275445,13292 17530
899882,31985
1795305,264 28635
3299826,277 36316 43739
2699705,14861 21709
2438343,47209
1155149,2368 39275
302188,35561
2030216,13834
1704227,4142
1000482,24852
421977,27235 39928 47209
2984122,24852
2629424,29640
1278685,8022 12456 12756 17600 27744 30561 46584
2916945,31717 35939 38383 47626
738316,33198
2276838,15780 35921
2311404,30718 40656 48988
2953370,10409 28427 35176
3017301,13176 45946
3207339,21938 41220
1729711,9075 48733
2987525,6187
2181437,35221 49235
1122222,9462 21936 49176
1537813,2099 6286 13176 20584 39394
3408880,9901 38826 44042
2093194,21137
605689,19894 20794 48559
487572,6878 9086
2803407,13176 41165
1534675,13176
2745990,4920
1654254,44632
419447,16262 16589 39332
2000058,196
1674571,1559 18926
3117612,2855
3382635,7781 27705
1431920,1940 24852
2713741,12099 13176
2736807,21137 24852
1478902,13176 44632
2679789,13984 28985 34126
3198304,4487 24852 30949 35951 37718 40723 42518 47900
1944292,8277 22825 24852
2129603,16185
2024513,19660
48890,13245
1272544,4210 35336
1824614,16920
2220870,27086
1717299,24852
2064222,24852 27845
166084,19348 22935 35951
2484158,21137 39947
96691,13176
2294550,6184
2225756,16797
1194174,12341 43352
892489,15178 38672
815297,3896 8174 13176 26032 27966 30967 35951 38689 40427 42536 44008 47209
118137,24852
2089461,4920 4962 24852
1324277,43352
1090968,20392
2061357,7131 16826 24852 33113 34026
3315908,4006 25896 32448
262559,32156 45104 46059
954846,41220
1786022,27695 44632 46692
1275682,24964 38689
2358856,24852
2328658,10851 16419 16696 22963 23909 25493 26209 27966 35221 42240 42387 44270 44342
66729,5479 12384
3178802,34969
1270042,19660
1086849,13079
1800087,21137 30391 35951
2796477,13535 35561
611473,26047 40156 45578 49235
2377647,11512 21137
2634714,1 37710 45051
2439949,5258
1570893,13176
2092318,8309 13263 24799 28465 43662 47912
3363211,20842
639699,7693 31964
1928791,21137 42265 44008 44632 44683
989334,13176
1787737,20119
3138152,27172 33476
1091912,7131 43662
2189637,43772
1134416,32403 49235
179114,10768 11737 20899 24852
174514,9390 24852 26604 40660 47209
1800457,27344
1487407,19660 24024
612208,28985
2647488,19348 49683
86295,5015 9623
748590,13176 17794 27845 45007 47209
381110,5353 5876 8277 11712 13176 13984 16254 19613 21903 27104 29987 31343 36929 48415
3017287,14947
2792036,14947
3041275,39475 44632
517961,24852
1355234,1158
384574,15424 47209
2134005,14788
1205413,21616 26252 28656 30953
3029464,19660
2256299,30827
128812,17191 20119 23288 44632 49191
706503,27639
1237776,47209
1152862,35682
2872860,20015 24852 44632
277849,21137 21376 21938 22035 34044 36695 38159 42383 44393
2211721,23233 47209
2626722,16974
978851,18465 47766
499127,15424
1810058,7090 20583 23233
1023932,5450 10121
148971,39107
576921,30220 31808 47141
437595,29640
2346933,13944
1425143,35887
1413996,3957 31717 34126 47766
1927567,6184 12341 12476 16797 43352
1347637,11266
790770,24852 40571
631954,44257
2786884,24852
1768799,13176
808790,13176
1205260,4357 31371
2903564,49198
1105804,45113
1814732,5785 6631 15902 26324 27104 27966 39877
357260,2966 23909
988422,32429
332841,39409 42244
3185447,13176
228989,4210 38241
1862584,18487 29479 36500
794796,9076 23322 24852 37040
3183487,15290 24852
2677693,12341
2355637,21903
3262075,13176
738395,13176 37646
2105041,5115 29307 44683 47626
1479070,33613
3035868,11123 29103 31231
3381626,21903 26620 47209
1058605,3957 9839 10761 13176 44765
3390121,9623 13249 24852 28204 36316 47144
3044753,24852
585986,34259
1425976,28782
2866583,24852
1142576,27521 45066
2411920,1463 27086 27104 30233
3319349,21903 24184 24852 46820 47766
2143188,14104
519185,19660 20940
1624690,24852 47766
260842,3801 16290 38453
3409434,5479 32828
2079195,27086 35951
419261,3957 24964
1488278,10749
1884544,24852
1997964,21137
809884,29311 47626 49621
3314763,19057 26209
2368471,13176 22963 26209 35535 35595 36695 38159 43086
260196,29487 34203
1091047,49235 49451
2339426,26949 28985 33147 39275 39276
311355,8859
413486,13176 16611 39408
2688369,781 12756 22963 27086 47766
2615033,47031 47931
2301621,26384 28204 47766
1218196,19604 24852 38241 45603 47977
1914572,21137 27966 47209
803222,24852
928066,49005
511530,43183
3046227,8424
2136617,5077 13176
546542,22839 24852
871167,17794 45007
494462,23909 31618
1164162,21645
397854,5876 21137 31215
1659434,4920 13176 27845
806088,21709
1136648,42803
2771030,8475 18727
1940764,11777 24852 34969 45116 48004
266920,13176
1538908,26165
979951,35221
3237902,14947
1061717,19660
2265703,5428 14233
858534,2473
1246677,21137
1357243,12341 21292 21903
1817432,24852 27086 29328 35417 42342
2803273,24852 41715
1994488,9623 13176 27845 31847
1331468,30776
3284457,22802
1673812,21616
705278,24852
2946968,22195 44632
2202497,35221
884981,27521
3113919,24852 47626
2610119,19677
1087849,5258 33081
2991515,18465 29432 47209
3178060,45066
2778539,38376
2490104,34217
469502,24852
2505766,6087
2575892,21903
2773442,18523 26172
946505,1804 9741 21137 31100 35503 42828 48679
1297265,3957
1443134,38689 43713
1215737,8424 24830 47766
1181317,21616
2517391,21616
1738735,42460
3151130,4920 11352 13176 21137 24841 25197 42803
624174,24654 27104 48745 48775 49683
2952262,17676
3029075,35951
3234487,21903 24852
1744857,7090
2439518,17600
2857888,21137 26165 35108
1595549,27086
889281,1559 4942 7131 19156 27344 30169 33787 40723 46676
2194137,3957
2397734,24852 27966 30489 39180
2408423,8467 16083
1136403,13176 37710 46061
41924,13176 30391 37646
2932425,24852
2895402,8048 21292 37687
1489591,19660
2556747,500 5258 32079 33000
2966487,24852
2448808,19348 24852
2339842,30442
2181575,18362 21903
2369933,16185 32747 33007
2645033,8555 16797 17703 23687 24852 39408
322460,24852 44566
3415827,31995 38383 47388
2383959,29487
1427374,2962 7308 19821 20738 30233 31433
1796635,30827
1772045,18695 24852
2993402,13176 47209 48679
3410273,13166 35383
2025411,13310
673199,9154
2033604,1729 32455
2406471,46667
2253773,8859 10369 13176 27966 39928 41340
1996363,2326
625947,39975
649106,1940
209999,24852 33787 40571 45066 47766
1627786,24852
3027152,20842 47766
824231,47626
1594474,14218
1854423,4210 5612 13517 24852 27730 39877 45066
2669272,24852
208684,18234 19820
903686,18818 32069
1856123,13176
2942641,13176
1219785,30827
3030429,9839 27845 46969
2424538,24852
1389893,11943
1529015,36258
2869093,21050 21333 27554 29594
2131187,5876 22935 36036
3093591,13176
2061989,23909 39475
1303437,42585
869747,21903
453374,13176 37646 47144
2954046,17284
452960,12459 16198 30007
1626610,4562 29664 33368 34969 36011 44475
167710,13176 22935 27521 29926 40723
1634794,5077 7116 12727 18610 19145 23322 24852
563616,42445
1100190,9421 13176 22963 27845 27966 30117 47766
2380500,21137 27966 30489 36865 47912
573285,36865 42342
597779,8048 16797 35561
2905496,21137 27966
1711151,13176
350105,24852
2051384,20082 20842 21137 35221 47209
649543,11422 24852 30489
1828410,47029 48726
2184106,15984 38312
2231527,36164
547743,20711 23892
3110534,26165 35782
70244,44799
235756,32478
88122,24852 47766
1306264,13176 28289 44008 47209
815690,33232
2283950,28851
2582150,24852
2815545,37940
482746,21137
660948,42625
804088,3957 21903
1075068,15269
1623120,27241 49235
2414870,37646
2645917,3798 6184 43352
1766163,13176 21137 30233
1613401,45066
2696057,1511 20574 24891 47626
3030407,9124 45681 47144
3129465,24852
1974195,26914
1257152,20082
702769,28420 37067
795620,47209
938883,13176
2669437,21338
2752838,38818
1580597,23909 46059
2865102,11520
2833593,41488
169623,33000
309372,16797 37687
1326090,31766
3265654,46906
2151369,21903 47766
845795,24852
2608590,169 16696
779262,13225 30597 35619
3308897,13176
427794,1940 5479 10749 21137 24852
3234205,9387 13176 21137 47766
3384229,13575 26348 31651 37710
1464850,43760
1186361,37646
2182343,13176 22825 24024
1214558,19660
356238,2108 12756 27845
1538400,37919
2202110,3248 13949
2500633,9901
336869,5212 22959 48015
377500,9839 13176 30391
994391,24852 47717
1146146,16696 39539
1611305,47626
2229149,26165 47626
2692687,3376 24852 27344
504212,5818 16168 21137 39041
659545,24852
893543,14118
1464879,21243
511933,13829 14947 41665
146465,24852
3157594,16797
493654,22610
924155,8048 21292 30827
2457393,10537 44632 47766
219880,16174
2481928,12324 13176 18362 21367 21903 22935 47209
1680661,2374 4674 9458 33852 41488
2759890,13176 20940
2554639,38622 45537
2786274,196
1077528,4793 6532 7673 17630 19677 21137 27966 30391 30489
2936282,24852 35628 37646 47766
311975,14870
2870491,11534 21903 43014
3250290,45066
628411,17316
1663075,27307 30776
1088869,3957 48015
2005180,33198
2693800,29447 42637
2208404,21903
845464,26604
1042880,8277 13176 24838 36070
848387,13176 13609
845553,24852 27801
54488,32478
3174559,26165 40706
3373267,1511 21137 36397
290497,13176
2330676,5194 6348 13176 18811 21137 27845 27966 39108 47209
2629830,19660 27845 47626
1864591,16083
2043257,45066
185943,33232
2201848,9458 41722
1219454,7693
2989958,10315 19348 28985
1888308,26131 27966 37029
1706139,1685 38511
1709602,24852
990139,27325
2075059,21903 24852
2000506,44632
1773318,32455 39657
1742031,9637
877993,24852 47626
2998725,8571 12341 16283 33768 43352
942629,196
1651099,21903 24184
1578325,24852
2719919,5782 20761 27966 31618 33313 35108 38889 49235
1333920,14034 17689 46822
2462925,38689 44275 47766
342918,32478
1419334,33819 37066
468964,22791 49235
2309124,24184
1024991,15650
3377453,37710
1876496,8859
2192562,11068 11422 13176 19057 27845 28597
401317,27845
1787059,13166 41588
483761,44817
94496,25753 27966
22935,1234
1070290,13176 27845 32553
200992,24852
2167566,19660
855745,26165
2880241,1940
1500695,13176
2601764,4920 24852
1347860,21137
2351768,13176
593282,24852 37354
1534925,8528 27663 45938
617253,13176 21137 39560 44632
2114996,19057 29447
631292,13176
1873681,5479
3396337,8048 30827
1071235,24852 27845 38689
2236641,14218
793003,8297
1095679,6347 49111
209574,18465 40174
5918,28934
133527,42828 47766
3119200,10831
1594525,27511
3038065,47144 47766
134534,22610
3383287,13176 33120 36127
3114216,24852 47209 48679
1366081,21292
2582399,15984 38312 49026
1270655,22416 41271 44632
1042678,5212 8574 16508 17872 29156 29479 37687
416618,329
2765943,10070
2409730,19057
1359006,32747
1745441,35221
387090,24852
2710719,24852
358285,39275 45815
2744246,43279 44042
1644098,10957
2248804,1157 24852
1452134,27845 36554
2457533,24852
2172958,24852 39408
894286,34214
2408019,2974 16234 24852 43749 47141
64170,27845
58029,13176 21709
608479,13176
1499255,22362 36472 40199 45051
1038557,13176
2152109,21288 43352
1703087,11913 24852 34451 34658 38453 39275 47626 49683
2310342,46979 47626
3214946,13176 37646
817403,2855 5456 13500
2116616,13176
965658,116 19511 23909 27958 44799
2377763,329
2924289,7673 27521 39928
1749015,8048
1806132,49683
1343879,5969 21137
1582639,12844 43295
873959,24852 49520
2798077,3896
3122597,13176
7213,12341 30162
733137,24852 29628
2929846,4462
3090610,13176 27845
2425584,47766
3353848,47766
2957695,35140 49235
1170797,19057 33827
318476,3957 5134 11688 13176 17795 17948 23579 24489 27531 42768
2296320,3389
2347544,2745 19348 20802 24852 47626 49198
32883,19660
28823,32211
2422151,26856
206237,37710 43154
1011544,13176 30489
409724,29500
1641806,3265 16797
138734,35815
2534014,24852
2977587,16797
2239580,48015
1895334,21137 22035 24852 33787 44632 47672
209528,29447
2422217,9472 18465
5989,24852 30233
3115322,39303 47209
2343509,29646
1129058,1616
2695319,49235
1653967,12069
424561,21616
2458653,25783
3160908,47766
1403872,13176
1525692,45763
2247246,24852
887,28993
1256788,25705
2868137,12341
539485,20723 49026
803970,27845
1299941,12395 18465 31683
78299,9018 13176
961327,21137
2289243,7781
368106,1940 13176
1530881,329
169331,2962 29615 31964 43352
2418255,35121 45603 48559
647672,30385
2441828,6104
2023680,17191
1284836,44670
2237509,33198
1559869,10310
772950,21137 32402 34270 38313 42002
2508907,21137 47209
1680009,1744 6287 21903 24489 47044 47144
2308598,28985 38739
100107,15541 18023 43744
1390109,15700 32864 36011
1264091,46654 47766
575449,46
2354952,1940 49235
2572825,24852 27086
2617727,3919 33357
551098,5258 6087 8048 8571 33000 43352
1354039,5340
96570,8518 33198 34969 41787 47209
2561300,24838
75306,9076 23236 28553
774083,34358
2192907,13176
2100294,2120
2091144,5077 13176 14947 21137 21903 27744 31433 36735 43643 44310 45613 47209 47823
1797153,43961
2490468,1940
255434,24852 37646
1847087,41276
1312930,4942
1659262,7753 21380 43295
3166723,4957 33754 40174
2341251,28204
967200,9387
2654341,4210 8859 13176
3357414,4812 24852 26940
2467344,24852
2125436,11123 19953
3399308,37766
1036578,4799 15290 22159 31964 35594 38383 45066 47766
798041,37158
1502116,13176 26558
1483432,47209
3170907,4920 24852 28204 39877 42445 47630
2123504,24852 29487 30776 37687
1317836,28204
2035121,8277 13176 47209
3408,5479 21267
3138281,5612 33929
2007248,16797 28842
941278,43768
1070474,27845 49235
2730828,27104
2809231,18531 31964
2526384,9421
571888,4920 13176
3031570,42265 44632
1271544,22825 27344 33407 45066
2665345,44632
2532555,23288 32455 37710 45051
763960,13966
3206333,8968
908988,196 8859
1263054,11959
1010386,44632
3200357,39275
2241837,21903 25890
3164261,1463
407680,33548
3383749,2210
2151671,26286
377112,5750
1273643,13176 32478
1123314,18811
1650722,23165
1673301,19261 20082 24759 31618 45204
1305056,19348 31651 32478 39657 40969
1197744,6336 7485 8021 8324 10132 21137 21506 24535 27845 30252
2630065,4210 28476
1447117,47144
131478,1463 45066
749502,4932 11520 13176 17418 27845 30391 41220 47209
645940,44632
1587935,4210 21497 24852 44799
2891203,5564
750609,11712 37067 47209
1732478,8859 19677 45013 45066 46294
912394,24852
2682571,6383
3153559,3952 4210 13176 46969
1342969,26604
138788,4605
2096896,24035 42442
1096443,5385 7828 10070 23322 45531
434683,24852 25146 34969
185722,22610
2936511,4920 24838 24852 27521
3354084,24852
1032175,24235 29646
1768672,27521 30776 42479
1158857,16759
131593,945 23085
3150465,24852
1888422,25890 35045
318429,44847
147253,10070
112545,8412 9076 24852 34969
2095965,1511 14947 16797 18721 24852
2757394,21560
1405443,28342
2394625,25466
2203855,4792 14947 26634 27156 35951 36070 46627 48210 48628
2651482,4952 5487 10339 11399 17530 22491 22832 33198 45343 48453 49519
2308845,13176
1181224,29921
1024235,11865 13807 24852
1945640,49492
346118,4210 5612 23044
537302,4472 39928
114124,21267 26706 41658
1210107,16185 24852
2918201,16589
1096568,32478
502378,24933 27086 28985 30391 36127 48116
820027,13914 20641 45051 46061
2949829,9623 47977
1651295,1464
1220105,23909 24852 39581
556889,43631 47504
2534731,432 15424 24852 39408
3339229,24273
3369918,8048 8571
1977625,24964
259697,20574
3153426,1244 3884 13176 19741 35065 35140 37646
1209010,27294 42731
2085032,21616
1272176,196 40939
522324,9405 35986
613969,34197
1914546,459 20899
917812,43352
3346372,8555 13176 21137 26604 46906
1208519,5785 13176 21137 32655
85876,35321
3002665,4210 24852
1438759,24852
2336702,13245
2967950,39947 44632
931175,4776
667374,11068 24852 25890 35887 35951 36011 47766
346439,21137 22035 36695 39928
1577642,6774 9825
1337029,7916
596795,2611 4210
488828,4605 22695 26412
2021658,21903 35535
2279438,13176 18465
1677665,3389 14947 21709 44632
289610,49235
2931597,24852
1826000,12797
2309655,21903 28985
406483,38889 40063
1928184,41783
2750662,27966
2198417,19660
1978695,7139 44632
52336,45005
998250,5258
1084663,35221
2190207,24852 39877
830195,24852
3074199,6822 21137 37646 47209
1487690,42585
1458402,47209
2356565,45104
1814731,13176
154723,35417 47962
165924,15424
2327349,13884
2145010,13176
2501785,33000 40709
785871,5474 30391
2029053,13176
191599,13249 43693
127168,19660
1880995,36194
1205667,36036
606578,49683
704078,24852
597546,19660
2596856,4920 37646
1171415,31467
653485,33911 48559
3154072,196 43154
3077061,23909 24852
132587,9175 15424
1198150,5479 7076 33572 37552
1174495,1891 22620 24852 25186
794443,10337 24010 30489
40511,47141
3101574,2855 13176 18362 25706 35210 37449 39408 49235
1225896,12341 16797 21573 38768 43352
3302755,13176 14129
2869569,23329
224316,22142
1536553,12384 22825
1630926,13176
2635939,21137 35547
3108749,24852
3415706,24852
2506558,39032
1308604,5077 9598 13176 27845
2574010,19660
1271555,24852
2717074,4920
2142652,24852 42265 47766
3019434,3896
2837525,28601 40545
547688,41177
3141563,5077
1447830,22825 45066 47209
412984,47766
3587,15424
2299220,13176
1529071,14280 17617 24852 36046 45832
1778710,5785 35842
844397,24852 39124 39928
16471,37687
2137824,13944 24852 30960 40174
2266064,5005 7715
473318,21903
2730743,44632
3380946,13629
1984586,8424 35045
3038547,12016 26384 27845 44075 44359
3052236,12218 16797
2706113,1831 3696 13176 25513 47977
3369344,13176
1602572,39947
1835199,21903 24852
2542149,13176 36107
3148360,17207
2029234,13176 16797 30391 39275 47209
2106788,27554 32285 32553
408588,8859 22959 44375
1257354,24852 45066 47766
2160776,10685 18502 37276
3233393,13176 21903
1912457,48142
109730,196
1152666,8048
475272,38511
